id	filename	md5	size	state
e82f51d8-f1cc-4864-bf07-6d5c6d97cd0c	3ef62d01-202a-4054-a2a2-90f4cf2f1e76.wxs.aliquot_ensemble_masked.maf.gz	4f64716e19278ece5fb7ddaf938dac37	29537	released
048d45ea-9522-447d-b4d1-802af41074e1	7b3311ac-4978-430a-9176-c398116a3aaa.wxs.aliquot_ensemble_masked.maf.gz	24ceac6621e6fc52654957bda27aad95	47502	released
6e538354-72a6-4d20-ab25-a8d97182b5da	9b87dcc4-d4bf-474c-8b8a-adf9cde206e3.wxs.aliquot_ensemble_masked.maf.gz	f5fb8412f433bcd728d699803c91fdc6	56336	released
5f2374c3-0cc7-4c87-b496-5537f86982ad	243ec24f-ccab-4ef2-867a-5d632818213d.wxs.aliquot_ensemble_masked.maf.gz	1b436ad6c507349334e5f88881c80f96	30674	released
bfabe72a-4a60-48d2-93f1-657389747dc6	689c7d07-77b7-4ecb-9eb0-47477895ae2f.wxs.aliquot_ensemble_masked.maf.gz	181acdaa0ad215f869fe1bf8294612de	113218	released
5baac8a7-4918-4e39-a51a-29f796fcc2d3	e6efb189-e343-43de-9d81-1be7718a86b0.wxs.aliquot_ensemble_masked.maf.gz	f4a6608289a8e0d8df6119a8c3f589ea	34839	released
e18a5952-1815-4265-844a-8ae8e2ab3680	51f15968-d2a1-4531-88ad-62ffcb604113.wxs.aliquot_ensemble_masked.maf.gz	9abcc89184ecbe62bbddd8c5c10bc19a	41742	released
61b9f7b4-a00d-4176-82db-b51c975577f8	8c01bed6-01df-4db3-aad0-44f609a9f47d.wxs.aliquot_ensemble_masked.maf.gz	30984786117048fa53c400b12e857039	47906	released
a6142b30-187c-4d7d-89a4-6ae7c4c88ce2	95c6ad69-c289-4429-92fb-47f9b922b1c6.wxs.aliquot_ensemble_masked.maf.gz	ada2dbb79864e4a3149a228494e44469	57477	released
4aa26857-4a55-4434-9bd6-029e82705e15	7d6b2995-0510-4144-bb93-c2bbaa1a5aeb.wxs.aliquot_ensemble_masked.maf.gz	bfac75c40dd012051d59590c985b9e63	10999	released
58b88793-688f-4200-90ff-764b12e59c6b	7b426fef-8211-48d7-a79d-1e5ff696cef6.wxs.aliquot_ensemble_masked.maf.gz	b6599eb3a04eb06c8c10e93cec5c8a4f	50272	released
4b14f983-e177-4b1e-8d1e-cd092c395e93	997cb67e-a4aa-4a5f-917a-1d60441c80e1.wxs.aliquot_ensemble_masked.maf.gz	529e44ae63fcf16e5c8465a6cb38d20d	46158	released
8ca37c45-05a6-471f-8b64-849cadfba3b8	8ea0a29a-8433-4299-81b7-278c2942aeda.wxs.aliquot_ensemble_masked.maf.gz	7fe71cce819ce846d57afbd473431b79	51946	released
73739c90-9d94-4f2d-a366-83c1dcce417e	815e22e7-559a-4897-bd25-58932f362062.wxs.aliquot_ensemble_masked.maf.gz	e43a0696ec37e4e760abbe35cec5300a	48900	released
41db6e94-0ecf-4a1a-9443-e571f7dfae0a	07491ff3-ccfa-4346-83bc-bfb461784469.wxs.aliquot_ensemble_masked.maf.gz	ad02ede66839085fbd5ffadc1a87bc08	492624	released
b088c5c2-d382-41aa-9d23-1333107d9d03	565f7fa6-ec36-4c01-ba34-6540c4ae7d11.wxs.aliquot_ensemble_masked.maf.gz	9d0bb0d56c5dee264e9a5c119daa3708	28761	released
b79743a8-1674-4e6f-8ee7-77e32edb30a9	88f70db0-7b94-46b8-ae15-6ba0dcab6702.wxs.aliquot_ensemble_masked.maf.gz	4a13ce138b2b7379cd2dac1942f18168	26615	released
52ca4fa5-0663-4685-b1a2-0f346204c554	d425813e-a5b0-4456-8b26-f71f327914ec.wxs.aliquot_ensemble_masked.maf.gz	3b0c938717e86fc878c4fb8564c75111	38339	released
a8306f38-0f77-4c0f-9281-2838ce58af67	4afc3f29-3385-4df7-9dcc-913ce9cf1ae1.wxs.aliquot_ensemble_masked.maf.gz	ea44755a421a26c7aaa9e80d42d7a214	474936	released
e318b394-206c-4576-9aad-65bea16de438	476385a3-c2a6-4d66-b29b-a4ee198ccbe2.wxs.aliquot_ensemble_masked.maf.gz	92ec5b8110468f8e6aad315fe7820c81	51844	released
89dac5a6-1a2a-499c-8a81-c6b124e979d3	16c90847-8fb1-44e2-bf8c-a045f81bfe03.wxs.aliquot_ensemble_masked.maf.gz	ad305077022697064c07da0c62b47237	39054	released
251ad4bb-8100-49a5-a2cc-9436ddef27d9	752b1621-1d9a-4ff4-8566-10fbe1a4aff3.wxs.aliquot_ensemble_masked.maf.gz	bce3a3aada09c9ca7b73ec9d08d52d27	570361	released
c3283e9e-f3e6-48f0-9042-133fad0f0e1a	e114fc0d-cbc4-47f3-9a3a-3d391c24c0ba.wxs.aliquot_ensemble_masked.maf.gz	1ebb3eab8aef47ccb02e774054b1f964	919444	released
